"","ID","group","triangle_area","Consistency","totLineCross","SynQuest","SynCons","SynSD","SynPermzs","SynLine"
"344",46636,"Syn",298,0.108810151271514,0.14977359804946,TRUE,TRUE,TRUE,TRUE,TRUE
"345",46639,"Syn",7.3969126426673,0.832318437153409,0.165737838151631,FALSE,FALSE,TRUE,TRUE,TRUE
"346",46643,"Ctl",0,0,0.980204342273308,FALSE,TRUE,FALSE,FALSE,FALSE
"347",46693,"Syn",170,3.94575384818234,0.149212430821626,FALSE,FALSE,TRUE,TRUE,TRUE
"348",46706,"Syn",4186.5,0.130953668470939,0.15850071597198,TRUE,TRUE,TRUE,TRUE,TRUE
"349",46730,"Syn",1639,2.67001420744774,0.19160958241418,FALSE,FALSE,TRUE,TRUE,TRUE
"350",46740,"Syn",9,0.0917446864548703,0.13967258794845,TRUE,TRUE,TRUE,TRUE,TRUE
"351",46742,"Syn",19.5,0.0878615766497741,0.12742366190642,TRUE,TRUE,TRUE,TRUE,TRUE
"352",46746,"Syn",77.5,0.0748118846860797,0.126843144084523,TRUE,TRUE,TRUE,TRUE,TRUE
"353",46751,"Syn",16,1.27978216734749,0.160764735477379,FALSE,FALSE,TRUE,TRUE,TRUE
"354",46802,"Syn",687,0.0928399763305003,0.179341305778087,FALSE,TRUE,TRUE,TRUE,TRUE
"355",46811,"Syn",49,0.0481445884699946,0.134912341808894,TRUE,TRUE,TRUE,TRUE,TRUE
"356",46868,"Syn",59.5,0.110070028841057,0.144723092998955,TRUE,TRUE,TRUE,TRUE,TRUE
"357",47191,"Syn",175.5,0.0720290224177881,0.0970045280390108,TRUE,TRUE,TRUE,TRUE,TRUE
"358",47246,"Syn",2032,0.178362509917799,0.105151128139634,TRUE,TRUE,TRUE,TRUE,TRUE
"359",48114,"Syn",2184,1.38327606062897,0.199988389643562,TRUE,FALSE,TRUE,TRUE,TRUE
"360",48243,"Ctl",102996,1.83453315823313,0.26177483648748,FALSE,FALSE,TRUE,TRUE,FALSE
"361",48245,"Ctl",316,0.705055305770703,0.590734935562522,FALSE,FALSE,TRUE,TRUE,FALSE
"362",48249,"Ctl",548.147842265854,0.0452891818312702,0.152792290723325,FALSE,TRUE,TRUE,TRUE,TRUE
"363",48373,"Ctl",1.5,0.041964966533932,0.126920546460776,FALSE,TRUE,TRUE,TRUE,TRUE
"364",48398,"Ctl",70778.5,3.1423872636022,0.252641356089632,FALSE,FALSE,TRUE,TRUE,FALSE
"365",48522,"Ctl",1239.5,0.125034506039804,0.115174735864391,TRUE,TRUE,TRUE,TRUE,TRUE
"366",48587,"Ctl",9296,2.26371840121606,0.198711250435388,FALSE,FALSE,TRUE,TRUE,TRUE
"367",48830,"Ctl",23979,0.349131868664824,0.118270830914509,FALSE,FALSE,TRUE,TRUE,TRUE
"368",48989,"Syn",87,0.0421479355289245,0.0978753047718565,TRUE,TRUE,TRUE,TRUE,TRUE
"369",49011,"Ctl",2727,1.96850717157034,0.191435427067611,FALSE,FALSE,TRUE,TRUE,TRUE
"370",49326,"Ctl",129,0.325151231134731,0.776171678470529,FALSE,FALSE,TRUE,FALSE,FALSE
"371",49369,"Ctl",2158.5,0.225731472228851,0.187913618948102,FALSE,FALSE,TRUE,TRUE,TRUE
"372",49393,"Ctl",69,0.260786447676202,0.0967142691280622,TRUE,FALSE,TRUE,TRUE,TRUE
"373",49395,"Ctl",47,0.0164205656032995,0.0766864042726112,TRUE,TRUE,TRUE,TRUE,TRUE
"374",49399,"Ctl",2819,0.244423418720582,0.056078021595263,FALSE,FALSE,TRUE,TRUE,TRUE
"375",49410,"Ctl",1608,0.226281890944826,0.157862146367893,FALSE,FALSE,TRUE,TRUE,TRUE
"376",49453,"Ctl",83.5,0.0162862460815047,0.777468168272766,FALSE,TRUE,FALSE,FALSE,FALSE
"377",49483,"Ctl",120.000305175687,0.219747303601849,0.199949688455436,FALSE,FALSE,FALSE,FALSE,TRUE
"378",49547,"Ctl",72,0.0125225832022312,0.634738186462324,FALSE,TRUE,FALSE,TRUE,FALSE
"379",49620,"Ctl",0,0.00508469383671959,1.00123843802005,FALSE,TRUE,FALSE,FALSE,FALSE
"380",49701,"Ctl",0,0.542762090261247,0.0799953558574248,FALSE,FALSE,TRUE,TRUE,TRUE
"381",49733,"Ctl",0,0.040392539579267,0.14905762606912,TRUE,TRUE,TRUE,TRUE,TRUE
"382",50035,"Ctl",489,0.0108750207584546,0.874143736212702,FALSE,TRUE,FALSE,FALSE,FALSE
"383",50392,"Ctl",3852,0.13900288121585,0.139904795077209,TRUE,TRUE,TRUE,TRUE,TRUE
"384",50501,"Ctl",4464,0.46628002992031,1.01834436317195,FALSE,FALSE,FALSE,FALSE,FALSE
"385",52064,"Ctl",148,0.600163350724967,0.168698479043307,FALSE,FALSE,TRUE,TRUE,TRUE
"386",52174,"Ctl",3,0.0831924552340152,0.860811176903131,FALSE,TRUE,FALSE,FALSE,FALSE
"387",52221,"Ctl",0,0,0.982990827818414,FALSE,TRUE,FALSE,FALSE,FALSE
"388",52269,"Ctl",564,0.0461708153996296,0.152502031812377,FALSE,TRUE,TRUE,TRUE,TRUE
"389",52783,"Ctl",631,0.0421888774559649,0.15257943418863,FALSE,TRUE,TRUE,TRUE,TRUE
"390",52960,"Ctl",3640,0.0694338218512206,0.0599674910019738,FALSE,TRUE,TRUE,TRUE,TRUE
"391",53238,"Ctl",87.5,0.180949511803238,0.0889353303146406,FALSE,TRUE,TRUE,TRUE,TRUE
"392",53252,"Ctl",15803,1.39958742054952,0.976547079995356,FALSE,FALSE,TRUE,FALSE,FALSE
"393",53284,"Ctl",78,0.2271344156303,0.128294438639266,FALSE,FALSE,TRUE,TRUE,TRUE
"394",53343,"Syn",2291,0.100268562602551,0.148767367158172,TRUE,TRUE,TRUE,TRUE,TRUE
"395",53347,"Syn",10164,0.871067346076607,0.164325244785015,TRUE,FALSE,TRUE,TRUE,TRUE
"396",53351,"Syn",34.5,0.163057782491004,0.106525020318124,TRUE,TRUE,TRUE,TRUE,TRUE
"397",53357,"Syn",901.5,0.129355388007704,0.123031077054066,TRUE,TRUE,TRUE,TRUE,TRUE
"398",53381,"Syn",427,0.237760387741707,0.139459731413754,TRUE,FALSE,TRUE,TRUE,TRUE
"399",53417,"Syn",824.5,0.866174899803388,0.219725995588065,TRUE,FALSE,TRUE,TRUE,FALSE
